DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
4,11,4.608,45,0,0.7,0.01,0,0.441237169,1,0.01,50,7,4828.413554,0.25,0,0.25,1.72306E-05,0.3,,48.84,0
4,12,5.28,50,0,0.7,0.008,0,0.232209338,1,0.01,50,8,254370.1689,0.25,0,0.25,0.000327573,0.3,,21.65,0
4,13,5.136,50,0,0.7,0.008,0,0.30961245,1,0.01,50,8,1567.875237,0.25,0,0.25,4.38178E-06,0.3,,74.58,0
4,14,5.904,30,0,0.7,0.01,0,0.195900575,1,0.01,50,6,12272.95739,0.25,0,0.25,8.35842E-05,0.3,,55.09,0
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
4,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,1,7,200,0,0.65,0.01,0,0.580181038,1,0.06,28,10,0,0.25,0,0.25,3.80679E-05,0.3,,51.04,0
5,2,7.812,200,0,0.65,0.01,0,0.511336582,1,0.06,28,10,0,0.25,0,0.25,0.269672142,0.3,,4.60,0
5,3,7.0525,225,0,0.65,0.01,0,0.547542072,1,0.06,28,10,0,0.25,0,0.25,0.000770439,0.3,,20.32,0
5,4,7.378,200,0,0.65,0.01,0,0.580120169,1,0.06,38,10,0,0.25,0,0.25,0.047803869,0.3,,6.31,0
5,5,7.2695,200,0,0.65,0.01,0,0.471919977,1,0.06,38,10,0,0.25,0,0.25,1.069897832,0.3,,2.37,0
5,6,7.2695,250,0,0.65,0.01,0,0.538072901,1,0.06,38,11,0,0.25,0,0.25,0.001398766,0.3,,17.01,0
5,7,7.0525,250,0,0.65,0.01,0,0.493143321,1,0.06,38,11,0,0.25,0,0.25,0.00354383,0.3,,12.13,0
5,8,7.595,200,0,0.65,0.01,0,0.668914956,1,0.01,55,10,40707.92902,0.25,0,0.25,9.12547E-05,0.3,,42.56,0
5,9,7.812,200,0,0.65,0.01,0,0.550314829,1,0.01,55,10,2.16797E+11,0.25,0,0.25,38.259722,0.3,,0.94,0
5,10,7.0525,225,0,0.65,0.01,0,0.589443045,1,0.01,55,10,76978.06298,0.25,0,0.25,0.000137538,0.3,,29.74,0
5,11,7.378,200,0,0.65,0.01,0,0.624320625,1,0.01,55,10,11684.92622,0.25,0,0.25,3.12416E-05,0.3,,55.05,0
5,12,7.2695,200,0,0.65,0.01,0,0.491352526,1,0.01,55,10,320454.4809,0.25,0,0.25,0.000487966,0.3,,23.40,0
5,13,7.2695,250,0,0.65,0.01,0,0.560341274,1,0.01,55,11,1.239210641,0.25,0,0.25,8.82433E-09,0.3,,493.38,0
5,14,7.0525,250,0,0.65,0.01,0,0.515513972,1,0.01,55,11,1496.279501,0.25,0,0.25,3.14918E-06,0.3,,79.28,0
5,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
5,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,1,6.4,90,0,0.9,0.03,0,0.800808375,1,0.1,33,6,0,0.25,0,0.25,1.44442E-05,0.25,,54.29,0
6,2,8.01,200,0,0.9,0.01,0,0.659291447,1,0.1,33,11,0,0.25,0,0.25,4.7192E-05,0.25,,36.32,0
6,3,8.01,250,0,0.8,0.01,0,0.621842725,1,0.1,33,11,0,0.25,0,0.25,6.82021E-05,0.25,,28.35,0
6,4,8.1,150,0,0.8,0.01,0,0.486407493,1,0.06,31,9,0,0.25,0,0.25,0.002631207,0.25,,16.51,0
6,5,8,250,0,0.7,0.01,0,0.470875825,1,0.06,31,8,0,0.25,0,0.25,9.65985E-05,0.25,,27.31,0
6,6,6.01,9,0,0.8,1,0,0.599970059,1,0.08,33,1,0,0.25,0,0.25,22.83159273,0.25,,2.76,0
6,7,7,200,0,0.8,0.01,0,0.624814045,1,0.06,28,9,0,0.25,0,0.25,0.002814588,0.25,,10.59,0
6,8,7.2,200,0,0.7,0.01,0,0.550673638,1,0.06,28,10,0,0.25,0,0.25,0.01167369,0.25,,7.06,0
6,9,6.4,90,0,0.9,0.03,0,0.531660771,1,0,33,6,861125.5985,0.25,0,0.25,1.315836542,0.25,,3.47,0
6,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,1,7.2,200,0,0.5,0.01,0,0.550673638,1,0.06,28,9,0,0.25,0,0.25,0.000164453,0.25,,20.10,0
7,2,7,200,0,0.5,0.01,0,0.624814045,1,0.06,28,8,0,0.25,0,0.25,40.24775207,0.25,,0.84,0
7,3,7.1,200,0,0.5,0.01,0,0.587653213,1,0.06,28,9,0,0.25,0,0.25,0.000162874,0.25,,18.38,0
7,4,6.4,90,0,0.5,0.03,0,0.800808375,1,0.1,33,5,0,0.25,0,0.25,208.5696461,0.25,,0.84,0
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
