DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
7,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,1,8.05,130,0,0.75,1,0,0.8,0.6,0.08,35,6,0,0.25,0,0.25,17.224042,0.3,,0.95,0
8,2,5.41,10,0,0.75,1,0,0.599737453,0.6,0.13,35,1,0,0.25,0,0.25,83.06179214,0.3,,0.86,0
8,3,7.32,57,0,0.5,0.02,0,0.21092252,1,0.05,40,5,0,0.25,0,0.25,5.464959459,0.3,,2.29,0
8,4,5,33,0,0.5,0.01,0,0.07078495,1,0,52,5,0,0.25,0,0.25,0.000107886,0.3,,40.51,0
8,5,8.33,105.5,0,0.5,0.01,0,0.181943154,1,0.035,52,8,0,0.25,0,0.25,0.728185873,0.3,,3.20,0
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
8,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,1,6.1,20,0,0.7,1,0,0.699999996,0.7,0.13,35,2,0,0.25,0,0.25,147.0716358,0.3,,0.87,0
9,2,5.9,9,0,0.7,1,0,0.54981516,0.7,0.13,35,1,0,0.25,0,0.25,93.60924161,0.3,,1.05,0
9,3,5.5,55,0,0.15,0.01,0,0.113368778,0.9,0.01,34,7,0,0.25,0,0.25,0.056709416,0.3,,5.70,0
9,4,5.5,55,0,0.15,0.01,0,0.113368778,0.9,0.01,34,7,0,0.25,0,0.25,0.057581869,0.3,,5.70,0
9,5,5.7,55,0,0.15,0.01,0,0.084428751,0.9,0.01,34,6,0,0.25,0,0.25,0.004999438,0.3,,11.27,0
9,6,5.2,20,0,0.15,1,0,0.049985124,0.9,0,34,6,0,0.25,0,0.25,0,0.3,,0.00,0
9,7,6.6,30,0,0.7,1,0,0.599999997,0.6,0.08,30,2,0,0.25,0,0.25,0,0.3,,0.00,0
9,8,6,10.1,0,0.7,1,0,0.499823552,0.25,0.08,30,1,0,0.25,0,0.25,0,0.3,,0.00,0
9,9,5.5,55,0,0.15,0.01,0,0.113368778,0.9,0.01,34,7,0,0.25,2189082123,0.25,34.89160362,0.3,80.00,1.28,0
9,10,5.5,55,0,0.15,0.01,0,0.113368778,0.9,0.01,34,7,0,0.25,2407990335,0.25,34.89160362,0.3,80.00,1.28,0
9,11,5.7,55,0,0.15,0.01,0,0.084428751,0.9,0.01,34,6,0,0.25,3565980,0.25,0.179713768,0.3,105.00,6.76,0
9,12,5.2,20,0,0.15,1,0,0.049985124,0.9,0,34,6,0,0.25,886.7420875,0.25,0.00020517,0.3,120.00,53.72,0
9,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
9,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,1,6.2,20,0,0.8,1,0,0.699999996,0.7,0.13,35,2,0,0.25,0,0.25,9.276442058,0.3,,1.92,0
10,2,6,9,0,0.8,1,0,0.54981516,0.7,0.13,35,1,0,0.25,0,0.25,11.21957755,0.3,,1.92,0
10,3,5.2,20,0,0.17,0.25,0,0.091137977,1,0,34,6,0,0.25,0,0.25,0.000161219,0.3,,36.91,0
10,4,5.7,55,0,0.17,0.25,0,0.107108107,1,0,34,7,0,0.25,0,0.25,1.274910035,0.3,,2.66,0
10,5,5.6,55,0,0.17,0.1,0,0.144301257,1,0.01,34,7,0,0.25,0,0.25,0.001357872,0.3,,20.13,0
10,6,6.7,30,0,0.9,1,0,0.699999996,0.7,0.09,30,2,0,0.25,0,0.25,0,0.3,,0.00,0
10,7,6,10.1,0,0.9,1,0,0.54981516,0.6,0.09,30,1,0,0.25,0,0.25,0,0.3,,0.00,0
10,8,5.2,20,0,0.13,0.14,0,0.091137977,1,0,34,6,0,0.25,0.004659906,0.25,2.25458E-06,0.3,150.00,222.28,0
10,9,5.7,55,0,0.13,0.14,0,0.107108107,1,0,34,7,0,0.25,202.6427574,0.25,0.011553892,0.3,120.00,16.03,0
10,10,5.6,55,0,0.13,0.05,0,0.144301257,1,0.01,34,7,0,0.25,112.3506537,0.25,0.007681687,0.3,120.00,18.12,0
10,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
10,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,1,6.3,25,0,0.5,1,0,0.399999998,0.65,0.13,35,3,0,0.25,0,0.25,14.47998132,0.3,,1.63,0
11,2,6.2,10.1,0,0.5,1,0,0.39985237,0.65,0.13,35,1,0,0.25,0,0.25,17.35293378,0.3,,1.63,0
11,3,5.65,33,0,0.1,0.05,0,0.397192384,1,0,31,6,0,0.25,0,0.25,9.2976E-05,0.3,,44.50,0
11,4,5.65,33,0,0.1,0.07,0,0.394728031,1,0,31,6,0,0.25,0,0.25,0.001124736,0.3,,21.62,0
11,5,6.5,30,0,0.7,1,0,0.399999998,0.8,0.08,31,2,0,0.25,0,0.25,0,0.3,,0.00,0
11,6,6.8,10.1,0,0.7,1,0,0.39985237,0.8,0.08,31,1,0,0.25,0,0.25,0,0.3,,0.00,0
11,7,5.65,33,0,0.06,0.05,0,0.397192384,1,0,31,6,0,0.25,0.013122209,0.25,7.19386E-07,0.3,130.00,299.98,0
11,8,5.65,33,0,0.05,0.07,0,0.394728031,1,0,31,6,0,0.25,0.214034365,0.25,7.97725E-06,0.3,130.00,145.76,0
11,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
11,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,1,8.05,130,0,0.8,1,0,0.8,0.6,0.08,10,6,0,0.25,0,0.25,0.127930798,0.3,,5.51,0
12,2,6.8,10.1,0,0.7,1,0,0.8,0.6,0.05,33,1,0,0.25,0,0.25,38.47766211,0.3,,1.84,0
12,3,6.4,95,0,0.7,0.035,0,0.336893109,1.5,0.01,33,5,0,0.25,0,0.25,2.28029E-05,0.3,,60.74,0
12,4,5.4,33,0,0.4,1,0,0.15,1,0,0,6,0,0.25,0,0.25,0.010026737,0.3,,9.04,0
12,5,5.4,33,0,0.4,1,0,0.15,1,0,0,6,0,0.25,0,0.25,0.002296961,0.3,,15.07,0
12,6,8.05,130,0,0.9,1,0,0.399999997,0.7,0.05,33,6,0,0.25,0,0.25,0,0.3,,0.00,0
12,7,6.8,10.1,0,0.9,1,0,0.399840768,0.3,0.05,33,1,0,0.25,0,0.25,0,0.3,,0.00,0
12,8,6.4,95,0,0.3,0.035,0,0.336893109,1.5,0.01,33,5,0,0.25,0,0.25,0,0.3,,0.00,0
12,9,5.4,33,0,0.2,1,0,0.15,1,0,0,6,0,0.25,9.652204528,0.25,0.000260656,0.3,130.00,51.21,0
12,10,5.4,33,0,0.2,1,0,0.15,1,0,0,6,0,0.25,1.376418229,0.25,4.74983E-05,0.3,130.00,85.35,0
12,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
12,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,1,6.273,30,0,0.9,1,0,0.8,1,0.13,36,3,0,0.25,0,0.25,2.705052682,0.3,,2.58,0
13,2,6.936,10.1,0,0.9,1,0,0.599993562,0.6,0.13,36,1,0,0.25,0,0.25,55144.66724,0.3,,0.24,0
13,3,7.32,57,0,0.8,1,0,0.5,0.11,0,0,3,0,0.25,0,0.25,0.015449521,0.3,,13.56,0
13,4,7.32,130,0,0.8,1,0,0.5,0.1,0,0,5,0,0.25,0,0.25,0.00045105,0.3,,21.64,0
13,5,5,33,0,0.8,1,0,0.5,0.57,0,0,5,0,0.25,0,0.25,0.046801544,0.3,,8.08,0
13,6,7,55,0,0.9,1,0,0.8,1.2,0.13,36,3,0,0.25,0,0.25,0,0.3,,0.00,0
13,7,6.664,10.1,0,0.9,1,0,0.599993562,0.6,0.13,36,1,0,0.25,0,0.25,0,0.3,,0.00,0
13,8,7.1736,57,0,0.8,1,0,0.5,0.11,0,0,3,2.065582517,0.25,0,0.25,3.54504E-05,0.3,,63.91,0
13,9,7.1736,130,0,0.8,1,0,0.5,0.1,0,0,5,0.740085419,0.25,0,0.25,4.66925E-06,0.3,,64.91,0
13,10,5,33,0,0.8,1,0,0.5,0.57,0,0,5,171.3705555,0.25,0,0.25,0.000560871,0.3,,24.25,0
13,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
13,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,1,6.027,30,0,0.4,0.05,0,0.998894137,0.5,0.1,32,3,0,0.25,0,0.25,0.004788973,0.3,,10.30,0
14,2,6.027,30,0,0.4,0.03,0,0.977905417,0.4,0.1,32,5,0,0.25,0,0.25,0.000654979,0.3,,13.38,0
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,7,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
14,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,1,5.3,25,0,0.6,1,0,0.599999957,1.25,0.05,29,2,0,0.25,0,0.25,95.42927344,0.3,,0.69,0
15,2,6,10.1,0,0.6,1,0,0.59975851,0.5,0.05,29,1,0,0.25,0,0.25,270.6209207,0.3,,0.69,0
15,3,5.05,33,0,0.2,0.13,0,0.394728031,0.5,0,29,6,0,0.25,0,0.25,0.010462701,0.3,,9.10,0
15,4,7.3932,57,0,0.2,0.15,0,0.24995319,0.075,0.035,29,6,0,0.25,0,0.25,4.836084357,0.3,,1.43,0
15,5,5.353,25,0,0.6,1,0,0.599999957,1.25,0.05,29,2,0,0.25,0,0.25,0,0.3,,0.00,0
15,6,6.06,10.1,0,0.6,1,0,0.59975851,0.5,0.05,29,1,0,0.25,0,0.25,0,0.3,,0.00,0
15,7,5.05,33,0,0.2,0.13,0,0.394728031,0.5,0,29,6,0,0.25,72.77707074,0.25,0.010286397,0.3,130.00,17.00,0
15,8,7.3932,57,0,0.2,0.15,0,0.24995319,0.075,0.035,29,6,0,0.25,130104.5807,0.25,4.865971429,0.3,130.00,2.68,0
15,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
15,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,1,6.944,85,0,0.5,0.01,0,0.513231396,0.4,0.035,29,7,0,0.25,0,0.25,38.34528987,0.3,,0.67,0
16,2,6.72,47.70412885,0,0.5,0.01,0,0.494912676,0.32,0.035,28,5,0,0.25,0,0.25,2.259498478,0.3,,1.97,0
16,3,6.944,85,0,0.5,0.01,0,0.569465432,0.4,0.035,28,7,0,0.25,0,0.25,0.003459146,0.3,,11.82,0
16,4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,7,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,9,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
16,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0.00,0
